Timestamp,X_mG,Y_mG,Z_mG
1775850778.956,-32891.60,-32957.90,-31985.65
1775850778.970,-32891.60,-32957.90,-31985.65
1775850778.980,-32891.60,-32957.90,-31985.65
1775850778.995,-32891.60,-32957.90,-31985.65
1775850779.011,-32891.60,-32957.90,-31985.65
1775850779.026,-32891.60,-32957.90,-31985.65
1775850779.030,-32891.60,-32957.90,-31985.65
1775850779.058,-32891.60,-32957.90,-31985.65
1775850779.074,-32891.60,-32957.90,-31985.65
1775850779.089,-32891.60,-32957.90,-31985.65
1775850779.096,-32891.60,-32957.90,-31985.65
1775850779.106,-32891.60,-32957.90,-31985.65
1775850779.145,-32891.60,-32957.90,-31985.65
1775850779.159,-32891.60,-32957.90,-31985.65
1775850779.169,-32891.60,-32957.90,-31985.65
1775850779.185,-32891.60,-32957.90,-31985.65
1775850779.201,-32891.60,-32957.90,-31985.65
1775850779.215,-32891.60,-32957.90,-31985.65
1775850779.220,-32891.60,-32957.90,-31985.65
1775850779.248,-32891.60,-32957.90,-31985.65
1775850779.249,-32891.60,-32957.90,-31985.65
1775850779.286,-32891.60,-32957.90,-31985.65
1775850779.298,-32891.60,-32957.90,-31985.65
1775850779.312,-32891.60,-32957.90,-31985.65
1775850779.328,-32891.60,-32957.90,-31985.65
1775850779.343,-32891.60,-32957.90,-31985.65
1775850779.347,-32891.60,-32957.90,-31985.65
1775850779.376,-32891.60,-32957.90,-31985.65
1775850779.379,-32891.60,-32957.90,-31985.65
1775850779.413,-32891.60,-32957.90,-31985.65
1775850779.424,-32891.60,-32957.90,-31985.65
1775850779.440,-32891.60,-32957.90,-31985.65
1775850779.456,-32891.60,-32957.90,-31985.65
1775850779.470,-32891.60,-32957.90,-31985.65
1775850779.484,-32891.60,-32957.90,-31985.65
1775850779.492,-32891.60,-32957.90,-31985.65
1775850779.504,-32891.60,-32957.90,-31985.65
1775850779.535,-32891.60,-32957.90,-31985.65
1775850779.540,-32891.60,-32957.90,-31985.65
1775850779.567,-32891.60,-32957.90,-31985.65
1775850779.583,-32891.60,-32957.90,-31985.65
1775850779.597,-32891.60,-32957.90,-31985.65
1775850779.605,-32891.60,-32957.90,-31985.65
1775850779.613,-32891.60,-32957.90,-31985.65
1775850779.652,-32891.60,-32957.90,-31985.65
1775850779.665,-32891.60,-32957.90,-31985.65
1775850779.679,-32891.60,-32957.90,-31985.65
1775850779.695,-32891.60,-32957.90,-31985.65
1775850779.709,-32891.60,-32957.90,-31985.65
1775850779.723,-32891.60,-32957.90,-31985.65
1775850779.727,-32891.60,-32957.90,-31985.65
1775850779.756,-32891.60,-32957.90,-31985.65
1775850779.772,-32891.60,-32957.90,-31985.65
1775850779.786,-32891.60,-32957.90,-31985.65
1775850779.792,-32891.60,-32957.90,-31985.65
1775850779.805,-32891.60,-32957.90,-31985.65
1775850779.843,-32891.60,-32957.90,-31985.65
1775850779.857,-32891.60,-32957.90,-31985.65
1775850779.867,-32891.60,-32957.90,-31985.65
1775850779.883,-32891.60,-32957.90,-31985.65
1775850779.899,-32891.60,-32957.90,-31985.65
1775850779.913,-32891.60,-32957.90,-31985.65
1775850779.920,-32891.60,-32957.90,-31985.65
1775850779.940,-32891.60,-32957.90,-31985.65
1775850779.953,-32891.60,-32957.90,-31985.65
1775850779.976,-32891.60,-32957.90,-31985.65
1775850779.985,-32891.60,-32957.90,-31985.65
1775850779.993,-32891.60,-32957.90,-31985.65
1775850780.028,-32891.60,-32957.90,-31985.65
1775850780.042,-32891.60,-32957.90,-31985.65
1775850780.056,-32891.60,-32957.90,-31985.65
1775850780.057,-32891.60,-32957.90,-31985.65
1775850780.088,-32891.60,-32957.90,-31985.65
1775850780.111,-32891.60,-32957.90,-31985.65
1775850780.119,-32891.60,-32957.90,-31985.65
1775850780.135,-32891.60,-32957.90,-31985.65
1775850780.151,-32891.60,-32957.90,-31985.65
1775850780.173,-32891.60,-32957.90,-31985.65
1775850780.183,-32891.60,-32957.90,-31985.65
1775850780.200,-32891.60,-32957.90,-31985.65
1775850780.240,-32891.60,-32957.90,-31985.65
1775850780.254,-32891.60,-32957.90,-31985.65
1775850780.263,-32891.60,-32957.90,-31985.65
1775850780.280,-32891.60,-32957.90,-31985.65
1775850780.297,-32891.60,-32957.90,-31985.65
1775850780.311,-32891.60,-32957.90,-31985.65
1775850780.313,-32891.60,-32957.90,-31985.65
1775850780.342,-32891.60,-32957.90,-31985.65
1775850780.363,-32891.60,-32957.90,-31985.65
1775850780.374,-32891.60,-32957.90,-31985.65
1775850780.391,-32891.60,-32957.90,-31985.65
1775850780.406,-32891.60,-32957.90,-31985.65
1775850780.422,-32891.60,-32957.90,-31985.65
1775850780.429,-32891.60,-32957.90,-31985.65
1775850780.453,-32891.60,-32957.90,-31985.65
1775850780.469,-32891.60,-32957.90,-31985.65
1775850780.480,-32891.60,-32957.90,-31985.65
1775850780.490,-32891.60,-32957.90,-31985.65
1775850780.517,-32891.60,-32957.90,-31985.65
1775850780.517,-32891.60,-32957.90,-31985.65
1775850780.554,-32891.60,-32957.90,-31985.65
1775850780.564,-32891.60,-32957.90,-31985.65
1775850780.581,-32891.60,-32957.90,-31985.65
1775850780.596,-32891.60,-32957.90,-31985.65
1775850780.612,-32891.60,-32957.90,-31985.65
1775850780.620,-32891.60,-32957.90,-31985.65
1775850780.644,-32891.60,-32957.90,-31985.65
1775850780.659,-32891.60,-32957.90,-31985.65
1775850780.659,-32891.60,-32957.90,-31985.65
1775850780.691,-32891.60,-32957.90,-31985.65
1775850780.708,-32891.60,-32957.90,-31985.65
1775850780.739,-32891.60,-32957.90,-31985.65
1775850780.747,-32891.60,-32957.90,-31985.65
1775850780.771,-32891.60,-32957.90,-31985.65
1775850780.781,-32891.60,-32957.90,-31985.65
1775850780.797,-32891.60,-32957.90,-31985.65
1775850780.811,-32891.60,-32957.90,-31985.65
1775850780.819,-32891.60,-32957.90,-31985.65
1775850780.836,-32891.60,-32957.90,-31985.65
1775850780.851,-32891.60,-32957.90,-31985.65
1775850780.883,-32891.60,-32957.90,-31985.65
1775850780.899,-32891.60,-32957.90,-31985.65
1775850780.914,-32891.60,-32957.90,-31985.65
1775850780.946,-32891.60,-32957.90,-31985.65
1775850780.964,-32891.60,-32957.90,-31985.65
1775850780.982,-32891.60,-32957.90,-31985.65
1775850781.010,-32891.60,-32957.90,-31985.65
1775850781.025,-32891.60,-32957.90,-31985.65
1775850781.042,-32891.60,-32957.90,-31985.65
1775850781.075,-32891.60,-32957.90,-31985.65
1775850781.089,-32891.60,-32957.90,-31985.65
1775850781.093,-32891.60,-32957.90,-31985.65
1775850781.125,-32891.60,-32957.90,-31985.65
1775850781.136,-32891.60,-32957.90,-31985.65
1775850781.152,-32891.60,-32957.90,-31985.65
1775850781.168,-32891.60,-32957.90,-31985.65
1775850781.182,-32891.60,-32957.90,-31985.65
1775850781.191,-32891.60,-32957.90,-31985.65
1775850781.200,-32891.60,-32957.90,-31985.65
1775850781.238,-32891.60,-32957.90,-31985.65
1775850781.256,-32891.60,-32957.90,-31985.65
1775850781.264,-32891.60,-32957.90,-31985.65
1775850781.282,-32891.60,-32957.90,-31985.65
1775850781.297,-32891.60,-32957.90,-31985.65
1775850781.317,-32891.60,-32957.90,-31985.65
1775850781.328,-32891.60,-32957.90,-31985.65
1775850781.345,-32891.60,-32957.90,-31985.65
1775850781.345,-32891.60,-32957.90,-31985.65
1775850781.382,-32891.60,-32957.90,-31985.65
1775850781.391,-32891.60,-32957.90,-31985.65
1775850781.407,-32891.60,-32957.90,-31985.65
1775850781.423,-32891.60,-32957.90,-31985.65
1775850781.447,-32891.60,-32957.90,-31985.65
1775850781.456,-32891.60,-32957.90,-31985.65
1775850781.488,-32891.60,-32957.90,-31985.65
1775850781.506,-32891.60,-32957.90,-31985.65
1775850781.520,-32891.60,-32957.90,-31985.65
1775850781.520,-32891.60,-32957.90,-31985.65
1775850781.551,-32891.60,-32957.90,-31985.65
1775850781.578,-32891.60,-32957.90,-31985.65
1775850781.587,-32891.60,-32957.90,-31985.65
1775850781.607,-32891.60,-32957.90,-31985.65
1775850781.620,-32891.60,-32957.90,-31985.65
1775850781.635,-32891.60,-32957.90,-31985.65
1775850781.645,-32891.60,-32957.90,-31985.65
1775850781.661,-32891.60,-32957.90,-31985.65
1775850781.677,-32891.60,-32957.90,-31985.65
1775850781.682,-32891.60,-32957.90,-31985.65
1775850781.710,-32891.60,-32957.90,-31985.65
1775850781.724,-32891.60,-32957.90,-31985.65
1775850781.740,-32891.60,-32957.90,-31985.65
1775850781.740,-32891.60,-32957.90,-31985.65
1775850781.776,-32891.60,-32957.90,-31985.65
1775850781.788,-32891.60,-32957.90,-31985.65
1775850781.804,-32891.60,-32957.90,-31985.65
1775850781.834,-32891.60,-32957.90,-31985.65
1775850781.842,-32891.60,-32957.90,-31985.65
1775850781.851,-32891.60,-32957.90,-31985.65
1775850781.890,-32891.60,-32957.90,-31985.65
1775850781.902,-32891.60,-32957.90,-31985.65
1775850781.914,-32891.60,-32957.90,-31985.65
1775850781.929,-32891.60,-32957.90,-31985.65
1775850781.947,-32891.60,-32957.90,-31985.65
1775850781.961,-32891.60,-32957.90,-31985.65
1775850781.963,-32891.60,-32957.90,-31985.65
1775850781.993,-32891.60,-32957.90,-31985.65
1775850782.012,-32891.60,-32957.90,-31985.65
1775850782.024,-32891.60,-32957.90,-31985.65
1775850782.039,-32891.60,-32957.90,-31985.65
1775850782.055,-32891.60,-32957.90,-31985.65
1775850782.072,-32891.60,-32957.90,-31985.65
1775850782.087,-32891.60,-32957.90,-31985.65
1775850782.087,-32891.60,-32957.90,-31985.65
1775850782.119,-32891.60,-32957.90,-31985.65
1775850782.142,-32891.60,-32957.90,-31985.65
1775850782.155,-32891.60,-32957.90,-31985.65
1775850782.166,-32891.60,-32957.90,-31985.65
1775850782.205,-32891.60,-32957.90,-31985.65
1775850782.213,-32891.60,-32957.90,-31985.65
1775850782.230,-32891.60,-32957.90,-31985.65
1775850782.245,-32891.60,-32957.90,-31985.65
1775850782.268,-32891.60,-32957.90,-31985.65
1775850782.277,-32891.60,-32957.90,-31985.65
1775850782.293,-32891.60,-32957.90,-31985.65
1775850782.309,-32891.60,-32957.90,-31985.65
1775850782.328,-32891.60,-32957.90,-31985.65
1775850782.341,-32891.60,-32957.90,-31985.65
1775850782.356,-32891.60,-32957.90,-31985.65
1775850782.356,-32891.60,-32957.90,-31985.65
1775850782.393,-32891.60,-32957.90,-31985.65
1775850782.404,-32891.60,-32957.90,-31985.65
1775850782.420,-32891.60,-32957.90,-31985.65
1775850782.436,-32891.60,-32957.90,-31985.65
1775850782.452,-32891.60,-32957.90,-31985.65
1775850782.458,-32891.60,-32957.90,-31985.65
1775850782.485,-32891.60,-32957.90,-31985.65
1775850782.499,-32891.60,-32957.90,-31985.65
1775850782.503,-32891.60,-32957.90,-31985.65
1775850782.531,-32891.60,-32957.90,-31985.65
1775850782.548,-32891.60,-32957.90,-31985.65
1775850782.563,-32891.60,-32957.90,-31985.65
1775850782.579,-32891.60,-32957.90,-31985.65
1775850782.593,-32891.60,-32957.90,-31985.65
1775850782.597,-32891.60,-32957.90,-31985.65
1775850782.626,-32891.60,-32957.90,-31985.65
1775850782.641,-32891.60,-32957.90,-31985.65
1775850782.656,-32891.60,-32957.90,-31985.65
1775850782.670,-32891.60,-32957.90,-31985.65
1775850782.679,-32891.60,-32957.90,-31985.65
1775850782.688,-32891.60,-32957.90,-31985.65
1775850782.720,-32891.60,-32957.90,-31985.65
1775850782.724,-32891.60,-32957.90,-31985.65
1775850782.752,-32891.60,-32957.90,-31985.65
1775850782.769,-32891.60,-32957.90,-31985.65
1775850782.783,-32891.60,-32957.90,-31985.65
1775850782.787,-32891.60,-32957.90,-31985.65
1775850782.815,-32891.60,-32957.90,-31985.65
1775850782.832,-32891.60,-32957.90,-31985.65
1775850782.846,-32891.60,-32957.90,-31985.65
1775850782.854,-32891.60,-32957.90,-31985.65
1775850782.862,-32891.60,-32957.90,-31985.65
1775850782.900,-32891.60,-32957.90,-31985.65
1775850782.913,-32891.60,-32957.90,-31985.65
1775850782.926,-32891.60,-32957.90,-31985.65
1775850782.941,-32891.60,-32957.90,-31985.65
1775850782.950,-32891.60,-32957.90,-31985.65
1775850782.972,-32891.60,-32957.90,-31985.65
1775850782.985,-32891.60,-32957.90,-31985.65
1775850782.988,-32891.60,-32957.90,-31985.65
1775850783.021,-32891.60,-32957.90,-31985.65
1775850783.035,-32891.60,-32957.90,-31985.65
1775850783.040,-32891.60,-32957.90,-31985.65
1775850783.068,-32891.60,-32957.90,-31985.65
1775850783.068,-32891.60,-32957.90,-31985.65
1775850783.104,-32891.60,-32957.90,-31985.65
1775850783.115,-32891.60,-32957.90,-31985.65
1775850783.133,-32891.60,-32957.90,-31985.65
1775850783.160,-32891.60,-32957.90,-31985.65
1775850783.174,-32891.60,-32957.90,-31985.65
1775850783.185,-32891.60,-32957.90,-31985.65
1775850783.202,-32891.60,-32957.90,-31985.65
1775850783.217,-32891.60,-32957.90,-31985.65
1775850783.231,-32891.60,-32957.90,-31985.65
1775850783.243,-32891.60,-32957.90,-31985.65
1775850783.259,-32891.60,-32957.90,-31985.65
1775850783.259,-32891.60,-32957.90,-31985.65
1775850783.291,-32891.60,-32957.90,-31985.65
1775850783.307,-32891.60,-32957.90,-31985.65
1775850783.323,-32891.60,-32957.90,-31985.65
1775850783.359,-32891.60,-32957.90,-31985.65
1775850783.370,-32891.60,-32957.90,-31985.65
1775850783.386,-32891.60,-32957.90,-31985.65
1775850783.401,-32891.60,-32957.90,-31985.65
1775850783.409,-32891.60,-32957.90,-31985.65
1775850783.434,-32891.60,-32957.90,-31985.65
1775850783.434,-32891.60,-32957.90,-31985.65
1775850783.473,-32891.60,-32957.90,-31985.65
1775850783.486,-32891.60,-32957.90,-31985.65
1775850783.496,-32891.60,-32957.90,-31985.65
1775850783.514,-32891.60,-32957.90,-31985.65
1775850783.529,-32891.60,-32957.90,-31985.65
1775850783.543,-32891.60,-32957.90,-31985.65
1775850783.548,-32891.60,-32957.90,-31985.65
1775850783.575,-32891.60,-32957.90,-31985.65
1775850783.591,-32891.60,-32957.90,-31985.65
1775850783.606,-32891.60,-32957.90,-31985.65
1775850783.611,-32891.60,-32957.90,-31985.65
1775850783.638,-32891.60,-32957.90,-31985.65
1775850783.654,-32891.60,-32957.90,-31985.65
1775850783.669,-32891.60,-32957.90,-31985.65
1775850783.674,-32891.60,-32957.90,-31985.65
1775850783.703,-32891.60,-32957.90,-31985.65
1775850783.717,-32891.60,-32957.90,-31985.65
1775850783.733,-32891.60,-32957.90,-31985.65
1775850783.746,-32891.60,-32957.90,-31985.65
1775850783.757,-32891.60,-32957.90,-31985.65
1775850783.769,-32891.60,-32957.90,-31985.65
1775850783.789,-32891.60,-32957.90,-31985.65
1775850783.797,-32891.60,-32957.90,-31985.65
1775850783.812,-32891.60,-32957.90,-31985.65
1775850783.829,-32891.60,-32957.90,-31985.65
1775850783.856,-32891.60,-32957.90,-31985.65
1775850783.864,-32891.60,-32957.90,-31985.65
1775850783.887,-32891.60,-32957.90,-31985.65
1775850783.892,-32891.60,-32957.90,-31985.65
1775850783.921,-32891.60,-32957.90,-31985.65
1775850783.926,-32891.60,-32957.90,-31985.65
1775850783.954,-32891.60,-32957.90,-31985.65
1775850783.954,-32891.60,-32957.90,-31985.65
1775850783.989,-32891.60,-32957.90,-31985.65
1775850784.002,-32891.60,-32957.90,-31985.65
1775850784.018,-32891.60,-32957.90,-31985.65
1775850784.049,-32891.60,-32957.90,-31985.65
1775850784.066,-32891.60,-32957.90,-31985.65
1775850784.081,-32891.60,-32957.90,-31985.65
1775850784.098,-32891.60,-32957.90,-31985.65
1775850784.103,-32891.60,-32957.90,-31985.65
1775850784.129,-32891.60,-32957.90,-31985.65
1775850784.144,-32891.60,-32957.90,-31985.65
1775850784.160,-32891.60,-32957.90,-31985.65
1775850784.165,-32891.60,-32957.90,-31985.65
1775850784.195,-32891.60,-32957.90,-31985.65
1775850784.208,-32891.60,-32957.90,-31985.65
1775850784.225,-32891.60,-32957.90,-31985.65
1775850784.240,-32891.60,-32957.90,-31985.65
1775850784.240,-32891.60,-32957.90,-31985.65
1775850784.272,-32891.60,-32957.90,-31985.65
1775850784.294,-32891.60,-32957.90,-31985.65
1775850784.303,-32891.60,-32957.90,-31985.65
1775850784.320,-32891.60,-32957.90,-31985.65
1775850784.335,-32891.60,-32957.90,-31985.65
1775850784.355,-32891.60,-32957.90,-31985.65
1775850784.367,-32891.60,-32957.90,-31985.65
1775850784.386,-32891.60,-32957.90,-31985.65
1775850784.399,-32891.60,-32957.90,-31985.65
1775850784.399,-32891.60,-32957.90,-31985.65
1775850784.433,-32891.60,-32957.90,-31985.65
1775850784.448,-32891.60,-32957.90,-31985.65
1775850784.462,-32891.60,-32957.90,-31985.65
1775850784.499,-32891.60,-32957.90,-31985.65
1775850784.509,-32891.60,-32957.90,-31985.65
1775850784.525,-32891.60,-32957.90,-31985.65
1775850784.541,-32891.60,-32957.90,-31985.65
1775850784.558,-32891.60,-32957.90,-31985.65
1775850784.562,-32891.60,-32957.90,-31985.65
1775850784.589,-32891.60,-32957.90,-31985.65
1775850784.604,-32891.60,-32957.90,-31985.65
1775850784.627,-32891.60,-32957.90,-31985.65
1775850784.639,-32891.60,-32957.90,-31985.65
1775850784.651,-32891.60,-32957.90,-31985.65
1775850784.667,-32891.60,-32957.90,-31985.65
1775850784.683,-32891.60,-32957.90,-31985.65
1775850784.699,-32891.60,-32957.90,-31985.65
1775850784.708,-32891.60,-32957.90,-31985.65
1775850784.720,-32891.60,-32957.90,-31985.65
1775850784.748,-32891.60,-32957.90,-31985.65
1775850784.762,-32891.60,-32957.90,-31985.65
1775850784.766,-32891.60,-32957.90,-31985.65
1775850784.794,-32891.60,-32957.90,-31985.65
1775850784.811,-32891.60,-32957.90,-31985.65
1775850784.825,-32891.60,-32957.90,-31985.65
1775850784.833,-32891.60,-32957.90,-31985.65
1775850784.843,-32891.60,-32957.90,-31985.65
1775850784.879,-32891.60,-32957.90,-31985.65
1775850784.893,-32891.60,-32957.90,-31985.65
1775850784.906,-32891.60,-32957.90,-31985.65
1775850784.906,-32891.60,-32957.90,-31985.65
1775850784.946,-32891.60,-32957.90,-31985.65
1775850784.958,-32891.60,-32957.90,-31985.65
1775850784.970,-32891.60,-32957.90,-31985.65
1775850784.988,-32891.60,-32957.90,-31985.65
1775850785.001,-32891.60,-32957.90,-31985.65
1775850785.016,-32891.60,-32957.90,-31985.65
1775850785.021,-32891.60,-32957.90,-31985.65
1775850785.049,-32891.60,-32957.90,-31985.65
1775850785.049,-32891.60,-32957.90,-31985.65
1775850785.088,-32891.60,-32957.90,-31985.65
1775850785.098,-32891.60,-32957.90,-31985.65
1775850785.112,-32891.60,-32957.90,-31985.65
1775850785.133,-32891.60,-32957.90,-31985.65
1775850785.146,-32891.60,-32957.90,-31985.65
1775850785.158,-32891.60,-32957.90,-31985.65
1775850785.175,-32891.60,-32957.90,-31985.65
1775850785.188,-32891.60,-32957.90,-31985.65
1775850785.203,-32891.60,-32957.90,-31985.65
1775850785.212,-32891.60,-32957.90,-31985.65
1775850785.224,-32891.60,-32957.90,-31985.65
1775850785.238,-32891.60,-32957.90,-31985.65
1775850785.275,-32891.60,-32957.90,-31985.65
1775850785.288,-32891.60,-32957.90,-31985.65
1775850785.302,-32891.60,-32957.90,-31985.65
1775850785.317,-32891.60,-32957.90,-31985.65
1775850785.332,-32891.60,-32957.90,-31985.65
1775850785.339,-32891.60,-32957.90,-31985.65
1775850785.349,-32891.60,-32957.90,-31985.65
1775850785.388,-32891.60,-32957.90,-31985.65
1775850785.397,-32891.60,-32957.90,-31985.65
1775850785.417,-32891.60,-32957.90,-31985.65
1775850785.427,-32891.60,-32957.90,-31985.65
1775850785.447,-32891.60,-32957.90,-31985.65
1775850785.459,-32891.60,-32957.90,-31985.65
1775850785.475,-32891.60,-32957.90,-31985.65
1775850785.491,-32891.60,-32957.90,-31985.65
1775850785.491,-32891.60,-32957.90,-31985.65
1775850785.523,-32891.60,-32957.90,-31985.65
1775850785.539,-32891.60,-32957.90,-31985.65
1775850785.571,-32891.60,-32957.90,-31985.65
1775850785.586,-32891.60,-32957.90,-31985.65
1775850785.591,-32891.60,-32957.90,-31985.65
1775850785.619,-32891.60,-32957.90,-31985.65
1775850785.623,-32891.60,-32957.90,-31985.65
1775850785.653,-32891.60,-32957.90,-31985.65
1775850785.667,-32891.60,-32957.90,-31985.65
1775850785.684,-32891.60,-32957.90,-31985.65
1775850785.688,-32891.60,-32957.90,-31985.65
1775850785.719,-32891.60,-32957.90,-31985.65
1775850785.734,-32891.60,-32957.90,-31985.65
1775850785.747,-32891.60,-32957.90,-31985.65
1775850785.747,-32891.60,-32957.90,-31985.65
1775850785.784,-32891.60,-32957.90,-31985.65
1775850785.794,-32891.60,-32957.90,-31985.65
1775850785.810,-32891.60,-32957.90,-31985.65
1775850785.830,-32891.60,-32957.90,-31985.65
1775850785.844,-32891.60,-32957.90,-31985.65
1775850785.858,-32891.60,-32957.90,-31985.65
1775850785.870,-32891.60,-32957.90,-31985.65
1775850785.873,-32891.60,-32957.90,-31985.65
1775850785.906,-32891.60,-32957.90,-31985.65
1775850785.921,-32891.60,-32957.90,-31985.65
1775850785.921,-32891.60,-32957.90,-31985.65
1775850785.959,-32891.60,-32957.90,-31985.65
1775850785.969,-32891.60,-32957.90,-31985.65
1775850785.984,-32891.60,-32957.90,-31985.65
1775850786.000,-32891.60,-32957.90,-31985.65
1775850786.017,-32891.60,-32957.90,-31985.65
1775850786.031,-32891.60,-32957.90,-31985.65
1775850786.031,-32891.60,-32957.90,-31985.65
1775850786.063,-32891.60,-32957.90,-31985.65
1775850786.089,-32891.60,-32957.90,-31985.65
1775850786.094,-32891.60,-32957.90,-31985.65
1775850786.111,-32891.60,-32957.90,-31985.65
1775850786.148,-32891.60,-32957.90,-31985.65
1775850786.159,-32891.60,-32957.90,-31985.65
1775850786.175,-32891.60,-32957.90,-31985.65
1775850786.190,-32891.60,-32957.90,-31985.65
1775850786.207,-32891.60,-32957.90,-31985.65
1775850786.221,-32891.60,-32957.90,-31985.65
1775850786.225,-32891.60,-32957.90,-31985.65
1775850786.253,-32891.60,-32957.90,-31985.65
1775850786.271,-32891.60,-32957.90,-31985.65
1775850786.285,-32891.60,-32957.90,-31985.65
1775850786.290,-32891.60,-32957.90,-31985.65
1775850786.317,-32891.60,-32957.90,-31985.65
1775850786.334,-32891.60,-32957.90,-31985.65
1775850786.348,-32891.60,-32957.90,-31985.65
1775850786.350,-32891.60,-32957.90,-31985.65
1775850786.381,-32891.60,-32957.90,-31985.65
1775850786.400,-32891.60,-32957.90,-31985.65
1775850786.414,-32891.60,-32957.90,-31985.65
1775850786.427,-32891.60,-32957.90,-31985.65
1775850786.442,-32891.60,-32957.90,-31985.65
1775850786.442,-32891.60,-32957.90,-31985.65
1775850786.479,-32891.60,-32957.90,-31985.65
1775850786.491,-32891.60,-32957.90,-31985.65
1775850786.506,-32891.60,-32957.90,-31985.65
1775850786.522,-32891.60,-32957.90,-31985.65
1775850786.532,-32891.60,-32957.90,-31985.65
1775850786.538,-32891.60,-32957.90,-31985.65
1775850786.570,-32891.60,-32957.90,-31985.65
1775850786.570,-32891.60,-32957.90,-31985.65
1775850786.605,-32891.60,-32957.90,-31985.65
1775850786.623,-32891.60,-32957.90,-31985.65
1775850786.634,-32891.60,-32957.90,-31985.65
1775850786.653,-32891.60,-32957.90,-31985.65
1775850786.668,-32891.60,-32957.90,-31985.65
1775850786.681,-32891.60,-32957.90,-31985.65
1775850786.691,-32891.60,-32957.90,-31985.65
1775850786.697,-32891.60,-32957.90,-31985.65
1775850786.736,-32891.60,-32957.90,-31985.65
1775850786.750,-32891.60,-32957.90,-31985.65
1775850786.759,-32891.60,-32957.90,-31985.65
1775850786.775,-32891.60,-32957.90,-31985.65
1775850786.796,-32891.60,-32957.90,-31985.65
1775850786.810,-32891.60,-32957.90,-31985.65
1775850786.823,-32891.60,-32957.90,-31985.65
1775850786.825,-32891.60,-32957.90,-31985.65
1775850786.862,-32891.60,-32957.90,-31985.65
1775850786.876,-32891.60,-32957.90,-31985.65
1775850786.886,-32891.60,-32957.90,-31985.65
1775850786.902,-32891.60,-32957.90,-31985.65
1775850786.918,-32891.60,-32957.90,-31985.65
1775850786.932,-32891.60,-32957.90,-31985.65
1775850786.945,-32891.60,-32957.90,-31985.65
1775850786.950,-32891.60,-32957.90,-31985.65
1775850786.965,-32891.60,-32957.90,-31985.65
1775850787.001,-32891.60,-32957.90,-31985.65
1775850787.012,-32891.60,-32957.90,-31985.65
1775850787.028,-32891.60,-32957.90,-31985.65
1775850787.044,-32891.60,-32957.90,-31985.65
1775850787.059,-32891.60,-32957.90,-31985.65
1775850787.067,-32891.60,-32957.90,-31985.65
1775850787.077,-32891.60,-32957.90,-31985.65
1775850787.112,-32891.60,-32957.90,-31985.65
1775850787.126,-32891.60,-32957.90,-31985.65
1775850787.139,-32891.60,-32957.90,-31985.65
1775850787.148,-32891.60,-32957.90,-31985.65
1775850787.170,-32891.60,-32957.90,-31985.65
1775850787.185,-32891.60,-32957.90,-31985.65
1775850787.193,-32891.60,-32957.90,-31985.65
1775850787.201,-32891.60,-32957.90,-31985.65
1775850787.240,-32891.60,-32957.90,-31985.65
1775850787.254,-32891.60,-32957.90,-31985.65
1775850787.265,-32891.60,-32957.90,-31985.65
1775850787.282,-32891.60,-32957.90,-31985.65
1775850787.297,-32891.60,-32957.90,-31985.65
1775850787.302,-32891.60,-32957.90,-31985.65
1775850787.328,-32891.60,-32957.90,-31985.65
1775850787.344,-32891.60,-32957.90,-31985.65
1775850787.360,-32891.60,-32957.90,-31985.65
1775850787.374,-32891.60,-32957.90,-31985.65
1775850787.378,-32891.60,-32957.90,-31985.65
1775850787.406,-32891.60,-32957.90,-31985.65
1775850787.423,-32891.60,-32957.90,-31985.65
1775850787.437,-32891.60,-32957.90,-31985.65
1775850787.442,-32891.60,-32957.90,-31985.65
1775850787.470,-32891.60,-32957.90,-31985.65
1775850787.470,-32891.60,-32957.90,-31985.65
1775850787.502,-32891.60,-32957.90,-31985.65
1775850787.518,-32891.60,-32957.90,-31985.65
1775850787.551,-32891.60,-32957.90,-31985.65
1775850787.565,-32891.60,-32957.90,-31985.65
1775850787.570,-32891.60,-32957.90,-31985.65
1775850787.599,-32891.60,-32957.90,-31985.65
1775850787.599,-32891.60,-32957.90,-31985.65
1775850787.634,-32891.60,-32957.90,-31985.65
1775850787.645,-32891.60,-32957.90,-31985.65
1775850787.661,-32891.60,-32957.90,-31985.65
1775850787.693,-32891.60,-32957.90,-31985.65
1775850787.695,-32891.60,-32957.90,-31985.65
1775850787.727,-32891.60,-32957.90,-31985.65
1775850787.744,-32891.60,-32957.90,-31985.65
1775850787.758,-32891.60,-32957.90,-31985.65
1775850787.773,-32891.60,-32957.90,-31985.65
1775850787.775,-32891.60,-32957.90,-31985.65
1775850787.810,-32891.60,-32957.90,-31985.65
1775850787.824,-32891.60,-32957.90,-31985.65
1775850787.838,-32891.60,-32957.90,-31985.65
1775850787.839,-32891.60,-32957.90,-31985.65
1775850787.877,-32891.60,-32957.90,-31985.65
1775850787.891,-32891.60,-32957.90,-31985.65
1775850787.902,-32891.60,-32957.90,-31985.65
1775850787.917,-32891.60,-32957.90,-31985.65
1775850787.934,-32891.60,-32957.90,-31985.65
1775850787.949,-32891.60,-32957.90,-31985.65
1775850787.964,-32891.60,-32957.90,-31985.65
1775850787.977,-32891.60,-32957.90,-31985.65
1775850787.982,-32891.60,-32957.90,-31985.65
1775850788.002,-32891.60,-32957.90,-31985.65
1775850788.027,-32891.60,-32957.90,-31985.65
